artifact_family,artifact_type,artifact_subtype,application_domain,application_subdomain,venue_id,venue_display_name,venue_full_name,venue_kind,parent_venue_id,year,type,entry_kind,name,title,link,authors,code,bib_key
Audio Artifacts,Music,,Creative Production,,ismir,ISMIR,International Society for Music Information Retrieval Conference,conference,,2024,published,system,ComposerX,ComposerX: Multi-Agent Symbolic Music Composition with LLMs,https://doi.org/10.5281/zenodo.14877425,"Qixin Deng, Qikai Yang, Ruibin Yuan, et al.",,Music_ComposerX2024
Audio Artifacts,Spoken Audio,,Educational Support,,acl_system_demos,ACL System Demonstrations,ACL System Demonstrations,track,acl,2025,published,system,AI4Reading,AI4Reading: Chinese Audiobook Interpretation System Based on Multi-Agent Collaboration,https://aclanthology.org/2025.acl-demo.21/,"Minjiang Huang, Jipeng Qiang, Yi Zhu, Chaowei Zhang, Xiangyu Zhao, Kui Yu",,Audio_AI4Reading2025
Audio Artifacts,,,Creative Production,,icassp,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",conference,,2026,published,system,N/A,Feedback-Driven Retrieval-Augmented Audio Generation with Large Audio Language Models,https://doi.org/10.1109/ICASSP55912.2026.11462219,"Junqi Zhao, Chenxing Li, Jinzheng Zhao, Rilin Chen, Dong Yu, Mark D. Plumbley, Wenwu Wang",,Audio_AudioRAGPlus2026
Audio Artifacts,,,Creative Production,,emnlp,EMNLP,Conference on Empirical Methods in Natural Language Processing,conference,,2025,published,system,LVAS-Agent,Orchestrating Audio: Multi-Agent Framework for Long-Video Audio Synthesis,https://aclanthology.org/2025.emnlp-main.1133/,"Yehang Zhang, Xinli Xu, Xiaojie Xu, Doudou Zhang, Li Liu, Ying-Cong Chen",https://lvas-agent.github.io,Audio_LVASAgent2025
Audio Artifacts,,,Creative Production,,iclr_workshop,ICLR Workshop,International Conference on Learning Representations Workshop,workshop,iclr,2024,published,system,WavCraft,WavCraft: Audio Editing and Generation with Large Language Models,https://openreview.net/forum?id=xJw7x2ZBex,"Jinhua Liang, Huan Zhang, Haohe Liu, Yin Cao, Qiuqiang Kong, Xubo Liu, Wenwu Wang, Mark D. Plumbley, Huy Phan, Emmanouil Benetos",https://github.com/JinhuaLiang/WavCraft,Audio_WavCraft2024
Video Artifacts,Expository Videos,,Educational Support,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,LASEV,Beyond End-to-End Video Models: An LLM-Based Multi-Agent System for Educational Video Generation,https://arxiv.org/abs/2602.11790,"Lingyong Yan, Jiulong Wu, Dong Xie, Weixian Shi, Deguo Xia, Jizhou Huang",,Video_BeyondE2E2026
Video Artifacts,Expository Videos,,Educational Support,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,ManimAgent,ManimAgent: Self-Evolving Multimodal Agents for Visual Education,https://arxiv.org/abs/2606.30296,"Wenjia Jiang, Zongyuan Cai, Yuanhang Shao, Chenru Wang, Boyan Han, Zhixue Song, Keyu Chen, Shengwei An, Xu Yang, Zhou Yang",,Animation_ManimAgent2026
Video Artifacts,Expository Videos,,Educational Support,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,system,Code2Video,Code2Video: A Code-centric Paradigm for Educational Video Creation,https://icml.cc/virtual/2026/poster/65050,"Yanzhe Chen, Kevin Qinghong Lin, Mike Zheng Shou",,Video_Code2Video2025
Video Artifacts,Expository Videos,,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,PaperTalker,Paper2Video: Automatic Video Generation from Scientific Papers,https://arxiv.org/abs/2510.05096,"Zeyu Zhu, Kevin Qinghong Lin, Mike Zheng Shou",,Video_Paper2Video2025
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,GEST,Authoring for Living Worlds: Tool-Constrained LLM Agents for Executable Multi-Actor Scenarios,https://arxiv.org/abs/2604.10383,"Nicolae Cudlenco, Mihai Masala, Marius Leordeanu",,Video_EventGraphs2026
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,MUSE,MUSE: A Multi-agent Framework for Unconstrained Story Envisioning via Closed-Loop Cognitive Orchestration,https://arxiv.org/abs/2602.03028,"Wenzhang Sun, Zhenyu Wang, Zhangchi Hu, Chunfeng Wang, Hao Li, Wei Chen",,Video_MUSE2026
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,SCMAPR,SCMAPR: Self-Correcting Multi-Agent Prompt Refinement for Complex-Scenario Text-to-Video Generation,https://arxiv.org/abs/2604.05489,"Chengyi Yang, Pengzhen Li, Jiayin Qi, Aimin Zhou, Ji Wu, Ji Liu",,Video_SCMAPR2026
Video Artifacts,Narrative Videos,,Creative Production,,iclr,ICLR,International Conference on Learning Representations,conference,,2026,published,system,HAMLET,HAMLET: A Hierarchical and Adaptive Multi-Agent Framework for Live Embodied Theatrics,https://openreview.net/forum?id=MKwW04UHW1,"Shufan Jiang, Sizhou Chen, Chi Zhang, Xiao-Lei Zhang, Xuelong Li",,Video_HAMLET2026
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,OmniAgent,Hollywood Town: Long-Video Generation via Cross-Modal Multi-Agent Orchestration,https://arxiv.org/abs/2510.22431,"Zheng Wei, Mingchen Li, Zeqian Zhang, Ruibin Yuan, Pan Hui, Huamin Qu, James Evans, Maneesh Agrawala, Anyi Rao",,Video_LongVideo2025
Video Artifacts,Narrative Videos,,Creative Production,,aaai,AAAI,AAAI Conference on Artificial Intelligence,conference,,2026,published,system,GENMAC,GENMAC: Compositional Text-to-Video Generation with Multi-Agent Collaboration,https://doi.org/10.1609/aaai.v40i7.37418,"Kaiyi Huang, Yukun Huang, Xuefei Ning, Zinan Lin, Yu Wang, Xihui Liu",,Video_GenMAC2024
Video Artifacts,Narrative Videos,,Brand Communication,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,BrandFusion,BrandFusion: A Multi-Agent Framework for Seamless Brand Integration in Text-to-Video Generation,https://arxiv.org/abs/2603.02816,"Zihao Zhu, Ruotong Wang, Siwei Lyu, Min Zhang, Baoyuan Wu",,Video_BrandFusion2026
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,AutoMV,AutoMV: An Automatic Multi-Agent System for Music Video Generation,https://arxiv.org/abs/2512.12196,"Xiaoxuan Tang, Xinping Lei, Chaoran Zhu, Shiyun Chen, Ruibin Yuan, Yizhi Li, Changjae Oh, Ge Zhang, Wenhao Huang, Emmanouil Benetos, Yang Liu, Jiaheng Liu, Yinghao Ma",,Video_AutoMV2025
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,PersonaVlog,PersonaVlog: Personalized Multimodal Vlog Generation with Multi-Agent Collaboration and Iterative Self-Correction,https://arxiv.org/abs/2508.13602,"Xiaolu Hou, Bing Ma, Jiaxiang Cheng, Xuhua Ren, Kai Yu, Wenyue Li, Tianxiang Zheng, Qinglin Lu",,Video_PersonaVlog2025
Video Artifacts,Video Editing and Repair,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,GLANCE,GLANCE: A Global-Local Coordination Multi-Agent Framework for Music-Grounded Non-Linear Video Editing,https://arxiv.org/abs/2604.05076,"Zihao Lin, Haibo Wang, Zhiyang Xu, Siyao Dai, Huanjie Dong, Xiaohan Wang, Yolo Y. Tang, Yixin Wang, Qifan Wang, Lifu Huang",,Video_GLANCE2026
Spatial Artifacts,3D Scenes,Spatial Worlds,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,StoryBlender,StoryBlender: Inter-Shot Consistent and Editable 3D Storyboard with Spatial-temporal Dynamics,https://arxiv.org/abs/2604.03315,"Bingliang Li, Zhenhong Sun, Jiaming Bian, Yuehao Wu, Yifu Wang, Hongdong Li, Yatao Bian, Huadong Mo, Daoyi Dong",,Video_StoryBlender2026
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,VideoMemory,VideoMemory: Toward Consistent Video Generation via Memory Integration,https://arxiv.org/abs/2601.03655,"Jinsong Zhou, Yihua Du, Xinli Xu, Luozhou Wang, Zijie Zhuang, Yehang Zhang, Shuaibo Li, Xiaojun Hu, Bolan Su, Ying-cong Chen",,Video_VideoMemory2026
Video Artifacts,Narrative Videos,,Creative Production,,aaai,AAAI,AAAI Conference on Artificial Intelligence,conference,,2026,published,system,FantasyHSI,FantasyHSI: Video-Generation-Centric 4D Human Synthesis in Any Scene Through a Graph-Based Multi-Agent Framework,https://doi.org/10.1609/aaai.v40i10.37758,"Lingzhou Mu, Qiang Wang, Fan Jiang, Mengchao Wang, Mu Xu, Kai Zhang",,Video_FantasyHSI2025
Video Artifacts,Video Editing and Repair,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,StoryFlow,From Shots to Stories: LLM-Assisted Video Editing with Unified Language Representations,https://arxiv.org/abs/2505.12237,"Yuzhi Li, Haojun Xu, Feng Tian",,Video_ShotsStories2025
Video Artifacts,Video Editing and Repair,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,UniVA,UniVA: Universal Video Agent towards Open-Source Next-Generation Video Generalist,https://arxiv.org/abs/2511.08521,"Zhengyang Liang, Daoan Zhang, Huichi Zhou, Rui Huang, Bobo Li, Yuechen Zhang, Shengqiong Wu, Xiaohan Wang, Jiebo Luo, Lizi Liao, Hao Fei",,Video_UniVA2025
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,VISTA,VISTA: A Test-Time Self-Improving Video Generation Agent,https://arxiv.org/abs/2510.15831,"Do Xuan Long, Xingchen Wan, Hootan Nakhost, Chen-Yu Lee, Tomas Pfister, Sercan Ö. Arık",,Video_VISTA2025
Video Artifacts,Video Editing and Repair,,Creative Production,,siggraph,SIGGRAPH,ACM SIGGRAPH Annual Conference,conference,,2025,published,system,EditDuet,EditDuet: A Multi-Agent System for Video Non-Linear Editing,https://doi.org/10.1145/3721238.3730761,"Marcelo Sandoval-Castañeda, Bryan Russell, Josef Sivic, Gregory Shakhnarovich, Fabian Caba Heilbron",,D3_EditDuet2025
,,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,AnimAgents,AnimAgents: Coordinating Multi-Stage Animation Pre-Production with Human-Multi-Agent Collaboration,https://arxiv.org/abs/2511.17906,"Wen-Fan Wang, Chien-Ting Lu, Jin Ping Ng, Yi-Ting Chiu, Ting-Ying Lee, Miaosen Wang, Bing-Yu Chen, Xiang 'Anthony' Chen",,Video_AnimAgents2025
Video Artifacts,Narrative Videos,,Creative Production,,siggraph_asia,SIGGRAPH Asia,ACM SIGGRAPH Conference and Exhibition on Computer Graphics and Interactive Techniques in Asia,conference,,2025,published,system,AniMaker,AniMaker: Multi-Agent Animated Storytelling with MCTS-Driven Clip Generation,https://doi.org/10.1145/3757377.3764009,"Haoyuan Shi, Yunxin Li, Xinyu Chen, Longyue Wang, Baotian Hu, Min Zhang",,Video_AniMaker2025
Video Artifacts,Narrative Videos,,Creative Production,,siggraph_asia,SIGGRAPH Asia,ACM SIGGRAPH Conference and Exhibition on Computer Graphics and Interactive Techniques in Asia,conference,,2025,published,system,AniME,AniME: Adaptive Multi-Agent Planning for Long Animation Generation,https://doi.org/10.1145/3757374.3771455,"Lisai Zhang, Baohan Xu, Siqian Yang, Mingyu Yin, Jing Liu, Chao Xu, Siqi Wang, Yidi Wu, Yuxin Hong, Zihao Zhang, Yanzhang Liang, Yudong Jiang",,Video_AniME2025
Video Artifacts,Expository Videos,,Professional Work,,uist,UIST,ACM Symposium on User Interface Software and Technology,conference,,2025,published,system,MapStory,MapStory: Prototyping Editable Map Animations with LLM Agents,https://doi.org/10.1145/3746059.3747664,"Aditya Gunturu, Ben Pearman, Keiichi Ihara, Morteza Faraji, Bryan Wang, Rubaiat Habib Kazi, Ryo Suzuki",,Animation_MapStory2025
Video Artifacts,Narrative Videos,,Creative Production,,aaai,AAAI,AAAI Conference on Artificial Intelligence,conference,,2026,published,system,CoMA,CoMA: Compositional Human Motion Generation with Multi-modal Agents,https://doi.org/10.1609/aaai.v40i11.37878,"Shanlin Sun, Jiaqi Xu, Gabriel de Araujo, Shenghan Zhou, Hanwen Zhang, Ziheng Huang, Chenyu You, Xiaohui Xie",,Animation_CoMA2024
Spatial Artifacts,3D Assets,Visual Assets,Creative Production,,wacv_workshops,WACV Workshops,IEEE/CVF Winter Conference on Applications of Computer Vision Workshops,workshop,wacv,2026,published,system,EZBlender,EZBlender: Efficient 3D Editing with Plan-and-ReAct Agent,https://openaccess.thecvf.com/content/WACV2026W/VALED/html/Wang_EZBlender_Efficient_3D_Editing_with_Plan-and-ReAct_Agent_WACVW_2026_paper.html,"Hao Wang, Wenhui Zhu, Shao Tang, Zhipeng Wang, Xuanzhao Dong, Xin Li, Xiwen Chen, Ashish Bastola, Xinhao Huang, Yalin Wang, Abolfazl Razi",,D3_EZBlender2026
Spatial Artifacts,3D Assets,Visual Assets,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,LL3M,LL3M: Large Language 3D Modelers,https://arxiv.org/abs/2508.08228,"Sining Lu, Guan Chen, Nam Anh Dinh, Itai Lang, Ari Holtzman, Rana Hanocka",,D3_LL3M2025
Spatial Artifacts,3D Assets,Visual Assets,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,SmartAvatar,SmartAvatar: Text- and Image-Guided Human Avatar Generation with VLM AI Agents,https://arxiv.org/abs/2506.04606,"Alexander Huang-Menders, Xinhang Liu, Andy Xu, Yuyao Zhang, Chi-Keung Tang, Yu-Wing Tai",,D3_SmartAvatar2025
Spatial Artifacts,3D Assets,Visual Assets,Creative Production,,neurips,NeurIPS,Conference on Neural Information Processing Systems,conference,,2025,published,system,ShapeCraft,"ShapeCraft: LLM Agents for Structured, Textured and Interactive 3D Modeling",https://proceedings.neurips.cc/paper_files/paper/2025/hash/5e2217482fa75556f1970be809acd3f8-Abstract-Conference.html,"Shuyuan Zhang, ChenHan Jiang, Zuoou Li, Jiankang Deng",,3D_ShapeCraft2025
Spatial Artifacts,3D Scenes,Spatial Worlds,Engineering Design,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,system,Code2Worlds,Code2Worlds: Empowering Coding LLMs for 4D World Generation,https://icml.cc/virtual/2026/poster/64546,"Yi Zhang, Yunshuang Wang, Zeyu Zhang, Hao Tang",,D3_Code2Worlds2026
Spatial Artifacts,3D Scenes,Spatial Worlds,,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,MUSE,MUSE: Agentic 3D Scene Authoring via Memory-Grounded Incremental Requirement Satisfaction,https://arxiv.org/abs/2606.14168,"Ruijie Xu, Xinnan Zhu, Jiayu Ying, Daoguo Dong, Yuzhou Ji, Xin Tan",,D3_MUSEAuthoring2026
Spatial Artifacts,3D Scenes,Spatial Worlds,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,SAGE,SAGE: Scalable Agentic 3D Scene Generation for Embodied AI,https://arxiv.org/abs/2602.10116,"Hongchi Xia, Xuan Li, Zhaoshuo Li, Qianli Ma, Jiashu Xu, Ming-Yu Liu, Yin Cui, Tsung-Yi Lin, Wei-Chiu Ma, Shenlong Wang, Shuran Song, Fangyin Wei",,3D_SAGE2026
Spatial Artifacts,3D Scenes,Spatial Worlds,Engineering Design,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,system,SceneSmith,SceneSmith: Agentic Generation of Simulation-Ready Indoor Scenes,https://icml.cc/virtual/2026/poster/63465,"Nicholas Pfaff, Thomas Cohn, Sergey Zakharov, Rick Cory, Russ Tedrake",,3D_SceneSmith2026
Spatial Artifacts,3D Scenes,Spatial Worlds,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,N/A,Agentic 3D Scene Generation with Spatially Contextualized VLMs,https://arxiv.org/abs/2505.20129,"Xinhang Liu, Yu-Wing Tai, Chi-Keung Tang",,D3_Agentic3DSceneGen2025
Spatial Artifacts,3D Scenes,Spatial Worlds,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,RAISECity,RAISECity: A Multimodal Agent Framework for Reality-Aligned 3D World Generation at City-Scale,https://arxiv.org/abs/2511.18005,"Shengyuan Wang, Zhiheng Zheng, Yu Shang, Lixuan He, Yangcheng Yu, Fan Hangyu, Jie Feng, Qingmin Liao, Yong Li",,3D_RAISECity2025
Spatial Artifacts,3D Scenes,Spatial Worlds,,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,RoomPlanner,RoomPlanner: Explicit Layout Planner for Easier LLM-Driven 3D Room Generation,https://arxiv.org/abs/2511.17048,"Wenzhuo Sun, Mingjian Liang, Wenxuan Song, Xuelian Cheng, Zongyuan Ge",,3D_RoomPlanner2025
Spatial Artifacts,3D Scenes,Spatial Worlds,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,WorldCraft,WorldCraft: Photo-Realistic 3D World Creation and Customization via LLM Agents,https://arxiv.org/abs/2502.15601,"Xinhang Liu, Chi-Keung Tang, Yu-Wing Tai",,D3_WorldCraft2025
Spatial Artifacts,3D Scenes,Spatial Worlds,Creative Production,,iclr,ICLR,International Conference on Learning Representations,conference,,2026,published,system,Scenethesis,Scenethesis: A Language and Vision Agentic Framework for 3D Scene Generation,https://openreview.net/forum?id=SzhezVoaNB,"Lu Ling, Chen-Hsuan Lin, Tsung-Yi Lin, Yifan Ding, Yu Zeng, Yichen Sheng, Yunhao Ge, Ming-Yu Liu, Aniket Bera, Zhaoshuo Li",,D3_Scenethesis2025
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,ArtisanCAD,ArtisanCAD: An Industrial-Level CAD Agent with Expert-Grounded Knowledge Distillation,https://arxiv.org/abs/2607.05750,"Yunhan Xu, Qifeng Wu, Xunjin Li, Yuanwei Bin, Qingsong Yao, Jianghang Gu, Guan Wang, Weihao Lv, Huiyu Yang, Wenfa Luo, Jiao Xiang, Yuntian Chen, Shiyi Chen",,CAD_ArtisanCAD2026
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,TurboAgent,TurboAgent: An LLM-Driven Autonomous Multi-Agent Framework for Turbomachinery Aerodynamic Design,https://arxiv.org/abs/2604.06747,"Juan Du, Yueteng Wu, Pan Zhao, Yuze Liu, Min Zhang, Xiaobin Xu, Xinglong Zhang",,CAD_TurboAgent2026
Spatial Artifacts,3D Assets,Visual Assets,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,3Dify,3Dify: a Framework for Procedural 3D-CG Generation Assisted by LLMs Using MCP and RAG,https://arxiv.org/abs/2510.04536,"Shun-ichiro Hayashi, Daichi Mukunoki, Tetsuya Hoshino, Satoshi Ohshima, Takahiro Katagiri",,D3_3Dify2025
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,CADDesigner,CADDesigner: Conceptual CAD Model Generation with a General-Purpose Agent,https://arxiv.org/abs/2508.01031,"Fengxiao Fan, Jingzhe Ni, Xiaolong Yin, Sirui Wang, Xingyu Lu, Qiang Zou, Ruofeng Tong, Min Tang, Peng Du",,CAD_CADDesigner2025
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,N/A,Generative AI for CAD Automation: Leveraging Large Language Models for 3D Modelling,https://arxiv.org/abs/2508.00843,"Sumit Kumar, Sarthak Kapoor, Harsh Vardhan, Yao Zhao",,CAD_FreeCADLLM2025
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,iclr,ICLR,International Conference on Learning Representations,conference,,2026,published,system,Seek-CAD,Seek-CAD: A Self-refined Generative Modeling for 3D Parametric CAD Using Local Inference via DeepSeek,https://openreview.net/forum?id=PzIc2TxhwN,"Xueyang Li, Jiahao Li, Yu Song, Yunzhong Lou, Xiangdong Zhou",,CAD_SeekCAD2025
Spatial Artifacts,3D Scenes,Engineered Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,Sketch2BIM,Sketch2BIM: A Multi-Agent Human-AI Collaborative Pipeline to Convert Hand-Drawn Floor Plans to 3D BIM,https://arxiv.org/abs/2510.20838,"Abir Khan Ratul, Sanjay Acharjee, Somin Park, Md Nazmus Sakib",,D3_Sketch2BIM2025
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,asme_idetc_cie,ASME IDETC-CIE,ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference,conference,,2025,published,system,MEDA,MEDA: A Multi-Agent System For Parametric CAD Model Creation,https://doi.org/10.1115/DETC2025-163946,"Nirmal Panta, Sakar Kafley, Rabi Acharya, Samridh Parajuli, Dipesh Parajuli, Pradip Panta, Sujan Belbase, Saurab Pant, Amit Regmi, Atsushi Tanaka, Christopher McComb",,CAD_MEDA2025
Behavioral Artifacts,Software Systems,Software Repositories,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,ComfySearch,ComfySearch: Autonomous Exploration and Reasoning for ComfyUI Workflows,https://arxiv.org/abs/2601.04060,"Jinwei Su, Qizhen Lan, Zeyu Wang, et al.",,Workflow_ComfySearch2026
Behavioral Artifacts,Software Systems,Web Applications,,,issta,ISSTA,ACM SIGSOFT International Symposium on Software Testing and Analysis,conference,,2026,published,system,ARC,Compiling Large Multi-Modal Requirement Documents into Runnable Software Systems: From an Agentic Test-Driven Perspective,https://conf.researchr.org/track/issta-2026/issta-2026-research-papers,"Weiyu Kong, Yun Lin, Xiwen Teoh, Duc-Minh Nguyen, Ruofei Ren, Jiaxin Chang, Haoxu Hu, Haoyu Chen",,Code_ARC2026
Behavioral Artifacts,Software Systems,Software Repositories,,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,CodeCRDT,CodeCRDT: Observation-Driven Coordination for Multi-Agent LLM Code Generation,https://arxiv.org/abs/2510.18893,Sergey Pugachev,,Code_CodeCRDT2025
Behavioral Artifacts,Software Systems,Software Repositories,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,Paper2Agent,Paper2Agent: Reimagining Research Papers As Interactive and Reliable AI Agents,https://arxiv.org/abs/2509.06917,"Jiacheng Miao, Joe R. Davis, Yaohui Zhang, Jonathan K. Pritchard, James Zou",,Code_Paper2Agent2025
Behavioral Artifacts,Software Systems,Software Repositories,,,acl,ACL,Annual Meeting of the Association for Computational Linguistics,conference,,2024,published,system,CodeAgent,CodeAgent: Enhancing Code Generation with Tool-Integrated Agent Systems for Real-World Repo-Level Coding Challenges,https://aclanthology.org/2024.acl-long.737/,"Kechi Zhang, Jia Li, Ge Li, Xianjie Shi, Zhi Jin",,Code_CodeAgent2024
Behavioral Artifacts,Software Systems,Software Repositories,,,arxiv,arXiv,arXiv,preprint_server,,2024,preprint,system,AgentCoder,AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,https://arxiv.org/abs/2312.13010,"Dong Huang, Jie M. Zhang, Michael Luck, Qingwen Bu, Yuhao Qing, Heming Cui",,Code_AgentCoder2024
Behavioral Artifacts,Software Systems,Web Applications,Scientific Research,,acl_findings,Findings of ACL,Findings of the Association for Computational Linguistics,track,acl,2026,published,system,AutoPage,Human-Agent Collaborative Paper-to-Page Crafting,https://aclanthology.org/2026.findings-acl.1988/,"Qianli Ma, Siyu Wang, Yilin Chen, Yinhao Tang, Yixiang Yang, Chang Guo, Bingjie Gao, Zhening Xing, Yanan Sun, Zhipeng Zhang",,Website_HumanAgentPaper2Page2025
Behavioral Artifacts,Software Systems,Web Applications,,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,benchmark,Vision2Web,Vision2Web: A Hierarchical Benchmark for Visual Website Development with Agent Verification,https://openreview.net/forum?id=lJpXXwhRRF,"Zehai He, Wenyi Hong, Zhen Yang, Ziyang Pan, Mingdao Liu, Xiaotao Gu, Jie Tang",,UI_Vision2Web2026
Behavioral Artifacts,Software Systems,Web Applications,,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,N/A,Vision-Guided Iterative Refinement for Frontend Code Generation,https://arxiv.org/abs/2604.05839,"Hannah Sansford, Derek H. C. Law, Wei Liu, Abhishek Tripathi, Niresh Agarwal, Gerrit J. J. van den Burg",,Code_VisionRefine2026
Behavioral Artifacts,Software Systems,Web Applications,Educational Support,,acl_system_demos,ACL System Demonstrations,ACL System Demonstrations,track,acl,2026,published,system,ViviDoc,Demonstrating ViviDoc: Generating Interactive Documents through Human-Agent Collaboration,https://aclanthology.org/2026.acl-demo.79/,"Yinghao Tang, Yupeng Xie, Yingchaojie Feng, Tingfeng Lan, Wei Chen",,Code_ViviDoc2026
Behavioral Artifacts,Software Systems,Web Applications,,,chi,CHI,ACM Conference on Human Factors in Computing Systems,conference,,2026,published,system,DuetUI,DuetUI: A Bidirectional Context Loop for Human-Agent Co-Generation of Task-Oriented Interfaces,https://dl.acm.org/doi/10.1145/3772318.3790441,"Yuan Xu, Shaowen Xiang, Yizhi Song, Ruoting Sun, Xin Tong",,UI_DuetUI2026
Behavioral Artifacts,Software Systems,Web Applications,,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,Coder-CUA Collaboration,Computer-Use Agents as Judges for Generative User Interface,https://arxiv.org/abs/2511.15567,"Kevin Qinghong Lin, Siyuan Hu, Linjie Li, et al.",,UI_ComputerUse2025
Behavioral Artifacts,Software Systems,Web Applications,Professional Work,,chi_ea,CHI EA,Extended Abstracts of the ACM CHI Conference on Human Factors in Computing Systems,track,chi,2026,published,system,DashChat,DashChat: Interactive Authoring of Performance Dashboard Design Prototypes through Conversation with LLM-Powered Agents,https://dl.acm.org/doi/10.1145/3772363.3798634,"Siqi Shen, Ziyue Lin, Honghui Mei, Wanchen Liu, Chengye Xin, Wenzhuo Dai, Siming Chen, Xiao Wen, Xingyu Lan",,UI_DashChat2025
Behavioral Artifacts,Software Systems,Web Applications,Scientific Research,,acl_system_demos,ACL System Demonstrations,ACL System Demonstrations,track,acl,2026,published,system,PWAgent,Paper2Web: Let's Make Your Paper Alive!,https://aclanthology.org/2026.acl-demo.57/,"Yuhang Chen, Tianpeng Lv, Yao Wan, Philip S. Yu, Dongping Chen",,Website_Paper2Web2025
Behavioral Artifacts,Software Systems,Web Applications,,,iclr,ICLR,International Conference on Learning Representations,conference,,2026,published,system,WebGen-Agent,WebGen-Agent: Enhancing Interactive Website Generation with Multi-Level Feedback and Step-Level Reinforcement Learning,https://openreview.net/forum?id=fE14yWa68Z,"Zimu Lu, Houxing Ren, Yunqiao Yang, Ke Wang, Zhuofan Zong, Junting Pan, Mingjie Zhan, Hongsheng Li",,Code_WebGenAgent2025
Behavioral Artifacts,Software Systems,Web Applications,,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,WebVIA,WebVIA: A Web-based Vision-Language Agentic Framework for Interactive and Verifiable UI-to-Code Generation,https://arxiv.org/abs/2511.06251,"Mingde Xu, Zhen Yang, Wenyi Hong, et al.",,Code_WebVIA2025
Behavioral Artifacts,Software Systems,Games,Creative Production,,acl_findings,Findings of ACL,Findings of the Association for Computational Linguistics,track,acl,2026,published,system,AutoUE,AutoUE: Automated Generation of 3D Games in Unreal Engine via Multi-Agent Systems,https://aclanthology.org/2026.findings-acl.111/,"Lei Yin, Wentao Cheng, Zhida Qin, Tianyu Huang, Yidong Li, Gangyi Ding",,Game_AutoUE2026
